"CELL"	"TREAT"	"TIME"	"CONTR"	"plateID"	"sample"	"RG.ratio"	"Filename"	"read"
"163"	"SH-SY5Y.tfLC3"	"DMEM"	"0"	"1"	"eea-adsa"	"G10_S79"	1.75609756097561	"G10_S79_R1.fastq.gz"	"R1"
"164"	"SH-SY5Y.tfLC3"	"DMEM"	"0"	"1"	"eea-adsa"	"G10_S79"	1.75609756097561	"G10_S79_R2.fastq.gz"	"R2"
"165"	"SH-SY5Y.tfLC3"	"DMEM"	"0"	"1"	"eea-adsc"	"G11_S87"	1.77706323687031	"G11_S87_R1.fastq.gz"	"R1"
"166"	"SH-SY5Y.tfLC3"	"DMEM"	"0"	"1"	"eea-adsc"	"G11_S87"	1.77706323687031	"G11_S87_R2.fastq.gz"	"R2"
"167"	"SH-SY5Y.tfLC3"	"DMEM"	"15"	"1"	"eep-adsb"	"G12_S95"	1.81656804733728	"G12_S95_R1.fastq.gz"	"R1"
"168"	"SH-SY5Y.tfLC3"	"DMEM"	"15"	"1"	"eep-adsb"	"G12_S95"	1.81656804733728	"G12_S95_R2.fastq.gz"	"R2"
"169"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsa"	"H01_S8"	1.89084895259096	"H01_S8_R1.fastq.gz"	"R1"
"170"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsa"	"H01_S8"	1.89084895259096	"H01_S8_R2.fastq.gz"	"R2"
"171"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsa"	"H02_S16"	1.87833140208575	"H02_S16_R1.fastq.gz"	"R1"
"172"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsa"	"H02_S16"	1.87833140208575	"H02_S16_R2.fastq.gz"	"R2"
"173"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsc"	"H03_S24"	1.89651162790698	"H03_S24_R1.fastq.gz"	"R1"
"174"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsc"	"H03_S24"	1.89651162790698	"H03_S24_R2.fastq.gz"	"R2"
"175"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsb"	"H04_S32"	2.82297551789077	"H04_S32_R1.fastq.gz"	"R1"
"176"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsb"	"H04_S32"	2.82297551789077	"H04_S32_R2.fastq.gz"	"R2"
"177"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsa"	"H05_S40"	3.10444444444444	"H05_S40_R1.fastq.gz"	"R1"
"178"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsa"	"H05_S40"	3.10444444444444	"H05_S40_R2.fastq.gz"	"R2"
"179"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsc"	"H06_S48"	3.09006928406467	"H06_S48_R1.fastq.gz"	"R1"
"180"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsc"	"H06_S48"	3.09006928406467	"H06_S48_R2.fastq.gz"	"R2"
"181"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsb"	"H07_S56"	1.89197530864198	"H07_S56_R1.fastq.gz"	"R1"
"182"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsb"	"H07_S56"	1.89197530864198	"H07_S56_R2.fastq.gz"	"R2"
"183"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsc"	"H08_S64"	1.89130434782609	"H08_S64_R1.fastq.gz"	"R1"
"184"	"SH-SY5Y.tfLC3"	"DMEM"	"30"	"1"	"ee5-adsc"	"H08_S64"	1.89130434782609	"H08_S64_R2.fastq.gz"	"R2"
"185"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsb"	"H09_S72"	1.86613272311213	"H09_S72_R1.fastq.gz"	"R1"
"186"	"SH-SY5Y.tfLC3"	"EBSS"	"1"	"0"	"edb-adsb"	"H09_S72"	1.86613272311213	"H09_S72_R2.fastq.gz"	"R2"
"187"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsa"	"H10_S80"	2.8271375464684	"H10_S80_R1.fastq.gz"	"R1"
"188"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsa"	"H10_S80"	2.8271375464684	"H10_S80_R2.fastq.gz"	"R2"
"189"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsc"	"H11_S88"	2.84060721062619	"H11_S88_R1.fastq.gz"	"R1"
"190"	"SH-SY5Y.tfLC3"	"EBSS"	"15"	"0"	"edp-adsc"	"H11_S88"	2.84060721062619	"H11_S88_R2.fastq.gz"	"R2"
"191"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsb"	"H12_S96"	3.03964757709251	"H12_S96_R1.fastq.gz"	"R1"
"192"	"SH-SY5Y.tfLC3"	"EBSS"	"30"	"0"	"ed5-adsb"	"H12_S96"	3.03964757709251	"H12_S96_R2.fastq.gz"	"R2"
